Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,,Present in 1700?,FSSB,MSSB,SSB
Saguinus_mystax,Primates,Callitrichidae,Saguinus,mystax,,Y,1,1,1
Saguinus_niger,Primates,Callitrichidae,Saguinus,niger,,,,,
Saguinus_nigricollis,Primates,Callitrichidae,Saguinus,nigricollis,,Y,0,0,0
Saguinus_oedipus,Primates,Callitrichidae,Saguinus,oedipus,,Y,1,1,1
Saguinus_tripartitus,Primates,Callitrichidae,Saguinus,tripartitus,,,,,
Calomys_boliviae,Rodentia,Calomyscidae,Calomys,boliviae,,,,,
Calomys_callidus,Rodentia,Calomyscidae,Calomys,callidus,,,,,
Calomys_callosus,Rodentia,Calomyscidae,Calomys,callosus,,Y,0,0,0
Calomys_expulsus,Rodentia,Calomyscidae,Calomys,expulsus,,Y,0,0,0
Calomys_fecundus,Rodentia,Calomyscidae,Calomys,fecundus,,,,,
Calomys_hummelincki,Rodentia,Calomyscidae,Calomys,hummelincki,,,,,
Calomys_laucha,Rodentia,Calomyscidae,Calomys,laucha,,Y,0,0,0
Calomys_lepidus,Rodentia,Calomyscidae,Calomys,lepidus,,,,,
Calomys_musculinus,Rodentia,Calomyscidae,Calomys,musculinus,,Y,0,0,0
Calomys_sorellus,Rodentia,Calomyscidae,Calomys,sorellus,,,,,
Calomys_tener,Rodentia,Calomyscidae,Calomys,tener,,Y,0,0,0
Calomys_tocantinsi,Rodentia,Calomyscidae,Calomys,tocantinsi,,Y,0,0,0
Calomys_venustus,Rodentia,Calomyscidae,Calomys,venustus,,,,,
Calomyscus_bailwardi,Rodentia,Calomyscidae,Calomyscus,bailwardi,,Y,0,0,0
Calomyscus_baluchi,Rodentia,Calomyscidae,Calomyscus,baluchi,,,,,
Calomyscus_elburzensis,Rodentia,Calomyscidae,Calomyscus,elburzensis,,,,,
Calomyscus_grandis,Rodentia,Calomyscidae,Calomyscus,grandis,,,,,
Calomyscus_hotsoni,Rodentia,Calomyscidae,Calomyscus,hotsoni,,,,,
Calomyscus_mystax,Rodentia,Calomyscidae,Calomyscus,mystax,,,,,
Calomyscus_tsolovi,Rodentia,Calomyscidae,Calomyscus,tsolovi,,,,,
Calomyscus_urartensis,Rodentia,Calomyscidae,Calomyscus,urartensis,,,,,
Camelops_hesternus,Cetartiodactyla,Camelidae,Camelops,hesternus,,,,,
Camelus_dromedarius,Cetartiodactyla,Camelidae,Camelus,dromedarius,,Y,1,0,1
Camelus_ferus,Cetartiodactyla,Camelidae,Camelus,ferus,,Y,0,0,0
Hemiauchenia_macrocephala,Cetartiodactyla,Camelidae,Hemiauchenia,macrocephala,,,,,
Hemiauchenia_paradoxa,Cetartiodactyla,Camelidae,Hemiauchenia,paradoxa,,,,,
Lama_guanicoe,Cetartiodactyla,Camelidae,Lama,guanicoe,,Y,0,0,0
Palaeolama_major,Cetartiodactyla,Camelidae,Palaeolama,major,,,,,
Palaeolama_mirifica,Cetartiodactyla,Camelidae,Palaeolama,mirifica,,,,,
Palaeolama_weddeli,Cetartiodactyla,Camelidae,Palaeolama,weddeli,,,,,
Vicugna_vicugna,Cetartiodactyla,Camelidae,Vicugna,vicugna,,Y,1,0,1
Atelocynus_microtis,Carnivora,Canidae,Atelocynus,microtis,,,,,
Canis_adustus,Carnivora,Canidae,Canis,adustus,,Y,0,0,0
Canis_aureus,Carnivora,Canidae,Canis,aureus,,Y,0,0,0
Canis_dirus,Carnivora,Canidae,Canis,dirus,,,,,
Canis_latrans,Carnivora,Canidae,Canis,latrans,,Y,0,0,0
Canis_lupus,Carnivora,Canidae,Canis,lupus,,Y,1,1,1
Canis_mesomelas,Carnivora,Canidae,Canis,mesomelas,,Y,0,0,0
Canis_rufus,Carnivora,Canidae,Canis,rufus,,Y,0,0,0
Canis_simensis,Carnivora,Canidae,Canis,simensis,,Y,0,0,0
Cerdocyon_thous,Carnivora,Canidae,Cerdocyon,thous,,Y,0,0,0
Chrysocyon_brachyurus,Carnivora,Canidae,Chrysocyon,brachyurus,,Y,0,1,1
Cuon_alpinus,Carnivora,Canidae,Cuon,alpinus,,Y,0,1,1
Cynotherium_sardous,Carnivora,Canidae,Cynotherium,sardous,,,,,
Dusicyon_australis,Carnivora,Canidae,Dusicyon,australis,,,,,
Dusicyon_avus,Carnivora,Canidae,Dusicyon,avus,,,,,
Lycalopex_culpaeus,Carnivora,Canidae,Lycalopex,culpaeus,,Y,0,0,0
Lycalopex_fulvipes,Carnivora,Canidae,Lycalopex,fulvipes,,,,,
Lycalopex_griseus,Carnivora,Canidae,Lycalopex,griseus,,Y,0,0,0
Lycalopex_gymnocercus,Carnivora,Canidae,Lycalopex,gymnocercus,,Y,0,0,0
Lycalopex_sechurae,Carnivora,Canidae,Lycalopex,sechurae,,,,,
Lycalopex_vetulus,Carnivora,Canidae,Lycalopex,vetulus,,Y,0,0,0
Lycaon_pictus,Carnivora,Canidae,Lycaon,pictus,,Y,0,0,0
Nyctereutes_procyonoides,Carnivora,Canidae,Nyctereutes,procyonoides,,Y,0,0,1
Otocyon_megalotis,Carnivora,Canidae,Otocyon,megalotis,,Y,0,0,0
Protocyon_troglodytes,Carnivora,Canidae,Protocyon,troglodytes,,,,,
Speothos_venaticus,Carnivora,Canidae,Speothos,venaticus,,Y,1,1,1
Theriodictis_tarijensis,Carnivora,Canidae,Theriodictis,tarijensis,,,,,
Urocyon_cinereoargenteus,Carnivora,Canidae,Urocyon,cinereoargenteus,,Y,0,0,0
Urocyon_littoralis,Carnivora,Canidae,Urocyon,littoralis,,Y,0,0,0
Vulpes_bengalensis,Carnivora,Canidae,Vulpes,bengalensis,,Y,0,0,0
Vulpes_cana,Carnivora,Canidae,Vulpes,cana,,Y,0,0,0
Vulpes_chama,Carnivora,Canidae,Vulpes,chama,,Y,0,0,0
Vulpes_corsac,Carnivora,Canidae,Vulpes,corsac,,Y,0,0,0
Vulpes_ferrilata,Carnivora,Canidae,Vulpes,ferrilata,,,,,
Vulpes_lagopus,Carnivora,Canidae,Vulpes,lagopus,,Y,0,0,0
Vulpes_macrotis,Carnivora,Canidae,Vulpes,macrotis,,Y,0,0,0
Vulpes_pallida,Carnivora,Canidae,Vulpes,pallida,,Y,0,0,0
Vulpes_rueppellii,Carnivora,Canidae,Vulpes,rueppellii,,Y,0,0,0
Vulpes_velox,Carnivora,Canidae,Vulpes,velox,,Y,0,0,0
Vulpes_vulpes,Carnivora,Canidae,Vulpes,vulpes,,Y,1,1,1
Vulpes_zerda,Carnivora,Canidae,Vulpes,zerda,,Y,0,0,0
Castor_canadensis,Rodentia,Castoridae,Castor,canadensis,,Y,0,0,0
Castor_fiber,Rodentia,Castoridae,Castor,fiber,,Y,0,0,0
Castoroides_ohioensis,Rodentia,Castoridae,Castoroides,ohioensis,,,,,
Cavia_aperea,Rodentia,Caviidae,Cavia,aperea,,Y,1,1,1
Cavia_fulgida,Rodentia,Caviidae,Cavia,fulgida,,,,,
Cavia_intermedia,Rodentia,Caviidae,Cavia,intermedia,,Y,1,1,1
Cavia_magna,Rodentia,Caviidae,Cavia,magna,,Y,0,0,0
Cavia_patzelti,Rodentia,Caviidae,Cavia,patzelti,,,,,
Cavia_tschudii,Rodentia,Caviidae,Cavia,tschudii,,,,,
Dolichotis_patagonum,Rodentia,Caviidae,Dolichotis,patagonum,,Y,0,0,0
Dolichotis_salinicola,Rodentia,Caviidae,Dolichotis,salinicola,,,,,
Galea_comes,Rodentia,Caviidae,Galea,comes,,,,,
Galea_flavidens,Rodentia,Caviidae,Galea,flavidens,,,,,
Galea_leucoblephara,Rodentia,Caviidae,Galea,leucoblephara,,Y,0,0,0
Galea_musteloides,Rodentia,Caviidae,Galea,musteloides,,Y,1,1,1
Galea_spixii,Rodentia,Caviidae,Galea,spixii,,Y,0,1,1
Hydrochoerus_hydrochaeris,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,,Y,0,0,0
Hydrochoerus_isthmius,Rodentia,Caviidae,Hydrochoerus,isthmius,,,,,
Kerodon_acrobata,Rodentia,Caviidae,Kerodon,acrobata,,,,,
Kerodon_rupestris,Rodentia,Caviidae,Kerodon,rupestris,,Y,0,1,1
Microcavia_australis,Rodentia,Caviidae,Microcavia,australis,,Y,1,1,1
Microcavia_niata,Rodentia,Caviidae,Microcavia,niata,,,,,
Microcavia_shiptoni,Rodentia,Caviidae,Microcavia,shiptoni,,,,,
Neochoerus_aesopi,Rodentia,Caviidae,Neochoerus,aesopi,,,,,
Cebus_aequatorialis,Primates,Cebidae,Cebus,aequatorialis,,,,,
Cebus_albifrons,Primates,Cebidae,Cebus,albifrons,,Y,0,1,1
Cebus_brunneus,Primates,Cebidae,Cebus,brunneus,,Y,1,1,1
Cebus_capucinus,Primates,Cebidae,Cebus,capucinus,,Y,1,1,1
Cebus_cesarae,Primates,Cebidae,Cebus,cesarae,,,,,
Cebus_cuscinus,Primates,Cebidae,Cebus,cuscinus,,,,,
Cebus_kaapori,Primates,Cebidae,Cebus,kaapori,,,,,
Cebus_malitiosus,Primates,Cebidae,Cebus,malitiosus,,,,,
Cebus_versicolor,Primates,Cebidae,Cebus,versicolor,,,,,
Saimiri_boliviensis,Primates,Cebidae,Saimiri,boliviensis,,Y,0,0,0
Saimiri_oerstedii,Primates,Cebidae,Saimiri,oerstedii,,Y,0,0,0
Saimiri_sciureus,Primates,Cebidae,Saimiri,sciureus,,Y,1,1,1
Saimiri_ustus,Primates,Cebidae,Saimiri,ustus,,,,,
Saimiri_vanzolinii,Primates,Cebidae,Saimiri,vanzolinii,,,,,
Sapajus_apella,Primates,Cebidae,Sapajus,apella,,Y,1,1,1
Sapajus_cay,Primates,Cebidae,Sapajus,cay,,,,,
Sapajus_flavius,Primates,Cebidae,Sapajus,flavius,,,,,
Sapajus_libidinosus,Primates,Cebidae,Sapajus,libidinosus,,Y,0,0,0
Sapajus_macrocephalus,Primates,Cebidae,Sapajus,macrocephalus,,,,,
Sapajus_nigritus,Primates,Cebidae,Sapajus,nigritus,,Y,0,0,0
Sapajus_robustus,Primates,Cebidae,Sapajus,robustus,,,,,
Sapajus_xanthosternos,Primates,Cebidae,Sapajus,xanthosternos,,,,,
Allenopithecus_nigroviridis,Primates,Cercopithecidae,Allenopithecus,nigroviridis,,,,,
Allochrocebus_lhoesti,Primates,Cercopithecidae,Allochrocebus,lhoesti,,Y,0,0,0
Allochrocebus_preussi,Primates,Cercopithecidae,Allochrocebus,preussi,,Y,0,0,0
Allochrocebus_solatus,Primates,Cercopithecidae,Allochrocebus,solatus,,,,,
Cercocebus_agilis,Primates,Cercopithecidae,Cercocebus,agilis,,,,,
Cercocebus_atys,Primates,Cercopithecidae,Cercocebus,atys,,Y,1,1,1
Cercocebus_chrysogaster,Primates,Cercopithecidae,Cercocebus,chrysogaster,,,,,
Cercocebus_galeritus,Primates,Cercopithecidae,Cercocebus,galeritus,,Y,0,0,0
Cercocebus_lunulatus,Primates,Cercopithecidae,Cercocebus,lunulatus,,,,,
Cercocebus_sanjei,Primates,Cercopithecidae,Cercocebus,sanjei,,,,,
Cercocebus_torquatus,Primates,Cercopithecidae,Cercocebus,torquatus,,Y,1,1,1
Cercopithecus_ascanius,Primates,Cercopithecidae,Cercopithecus,ascanius,,Y,0,0,0
Cercopithecus_campbelli,Primates,Cercopithecidae,Cercopithecus,campbelli,,Y,0,0,0
Cercopithecus_cephus,Primates,Cercopithecidae,Cercopithecus,cephus,,Y,0,0,0
Cercopithecus_denti,Primates,Cercopithecidae,Cercopithecus,denti,,Y,0,0,0
Cercopithecus_diana,Primates,Cercopithecidae,Cercopithecus,diana,,Y,0,0,0
Cercopithecus_dryas,Primates,Cercopithecidae,Cercopithecus,dryas,,,,,
Cercopithecus_erythrogaster,Primates,Cercopithecidae,Cercopithecus,erythrogaster,,,,,
Cercopithecus_erythrotis,Primates,Cercopithecidae,Cercopithecus,erythrotis,,Y,0,0,0
Cercopithecus_hamlyni,Primates,Cercopithecidae,Cercopithecus,hamlyni,,Y,0,0,0
Cercopithecus_lowei,Primates,Cercopithecidae,Cercopithecus,lowei,,,,,
Cercopithecus_mitis,Primates,Cercopithecidae,Cercopithecus,mitis,,Y,0,0,0
Cercopithecus_mona,Primates,Cercopithecidae,Cercopithecus,mona,,Y,0,1,1
Cercopithecus_neglectus,Primates,Cercopithecidae,Cercopithecus,neglectus,,Y,0,0,0
Cercopithecus_nictitans,Primates,Cercopithecidae,Cercopithecus,nictitans,,Y,0,0,0
Cercopithecus_petaurista,Primates,Cercopithecidae,Cercopithecus,petaurista,,Y,0,0,0
Cercopithecus_roloway,Primates,Cercopithecidae,Cercopithecus,roloway,,,,,
Cercopithecus_sclateri,Primates,Cercopithecidae,Cercopithecus,sclateri,,,,,
Chlorocebus_aethiops,Primates,Cercopithecidae,Chlorocebus,aethiops,,Y,1,1,1
Chlorocebus_cynosuros,Primates,Cercopithecidae,Chlorocebus,cynosuros,,,,,
Chlorocebus_djamdjamensis,Primates,Cercopithecidae,Chlorocebus,djamdjamensis,,,,,
Chlorocebus_pygerythrus,Primates,Cercopithecidae,Chlorocebus,pygerythrus,,Y,0,1,1
Chlorocebus_sabaeus,Primates,Cercopithecidae,Chlorocebus,sabaeus,,Y,0,0,0
Chlorocebus_tantalus,Primates,Cercopithecidae,Chlorocebus,tantalus,,Y,0,0,0
Colobus_angolensis,Primates,Cercopithecidae,Colobus,angolensis,,Y,0,0,0
Colobus_guereza,Primates,Cercopithecidae,Colobus,guereza,,Y,0,0,0
Colobus_polykomos,Primates,Cercopithecidae,Colobus,polykomos,,Y,0,0,0
Colobus_satanas,Primates,Cercopithecidae,Colobus,satanas,,Y,0,0,0
Colobus_vellerosus,Primates,Cercopithecidae,Colobus,vellerosus,,Y,0,0,0
Erythrocebus_patas,Primates,Cercopithecidae,Erythrocebus,patas,,Y,1,1,1
Lophocebus_albigena,Primates,Cercopithecidae,Lophocebus,albigena,,Y,1,0,1
Lophocebus_aterrimus,Primates,Cercopithecidae,Lophocebus,aterrimus,,,,,
Macaca_arctoides,Primates,Cercopithecidae,Macaca,arctoides,,Y,1,1,1
Macaca_assamensis,Primates,Cercopithecidae,Macaca,assamensis,,Y,0,0,0
Macaca_cyclopis,Primates,Cercopithecidae,Macaca,cyclopis,,Y,0,0,0
Macaca_fascicularis,Primates,Cercopithecidae,Macaca,fascicularis,,Y,1,1,1
Macaca_fuscata,Primates,Cercopithecidae,Macaca,fuscata,,Y,1,1,1
Macaca_hecki,Primates,Cercopithecidae,Macaca,hecki,,,,,
Macaca_leonina,Primates,Cercopithecidae,Macaca,leonina,,Y,0,0,0
Macaca_maura,Primates,Cercopithecidae,Macaca,maura,,Y,1,1,1
Macaca_mulatta,Primates,Cercopithecidae,Macaca,mulatta,,Y,1,1,1
Macaca_munzala,Primates,Cercopithecidae,Macaca,munzala,,,,,
Macaca_nemestrina,Primates,Cercopithecidae,Macaca,nemestrina,,Y,1,1,1
Macaca_nigra,Primates,Cercopithecidae,Macaca,nigra,,Y,1,1,1
Macaca_nigrescens,Primates,Cercopithecidae,Macaca,nigrescens,,,,,
Macaca_ochreata,Primates,Cercopithecidae,Macaca,ochreata,,Y,0,0,0
Macaca_pagensis,Primates,Cercopithecidae,Macaca,pagensis,,,,,
Macaca_radiata,Primates,Cercopithecidae,Macaca,radiata,,Y,1,1,1
Macaca_siberu,Primates,Cercopithecidae,Macaca,siberu,,,,,
Macaca_silenus,Primates,Cercopithecidae,Macaca,silenus,,Y,1,1,1
Macaca_sinica,Primates,Cercopithecidae,Macaca,sinica,,Y,0,0,0
Macaca_sylvanus,Primates,Cercopithecidae,Macaca,sylvanus,,Y,1,1,1
Macaca_thibetana,Primates,Cercopithecidae,Macaca,thibetana,,Y,0,1,1
Macaca_tonkeana,Primates,Cercopithecidae,Macaca,tonkeana,,Y,1,1,1
Mandrillus_leucophaeus,Primates,Cercopithecidae,Mandrillus,leucophaeus,,Y,0,0,0
Mandrillus_sphinx,Primates,Cercopithecidae,Mandrillus,sphinx,,Y,1,1,1
Miopithecus_ogouensis,Primates,Cercopithecidae,Miopithecus,ogouensis,,Y,0,0,0
Miopithecus_talapoin,Primates,Cercopithecidae,Miopithecus,talapoin,,Y,1,1,1
Nasalis_larvatus,Primates,Cercopithecidae,Nasalis,larvatus,,Y,1,1,1
Papio_anubis,Primates,Cercopithecidae,Papio,anubis,,Y,1,1,1
Papio_cynocephalus,Primates,Cercopithecidae,Papio,cynocephalus,,Y,1,1,1
Papio_hamadryas,Primates,Cercopithecidae,Papio,hamadryas,,Y,1,1,1
Papio_kindae,Primates,Cercopithecidae,Papio,kindae,,,,,
Papio_papio,Primates,Cercopithecidae,Papio,papio,,Y,0,1,1
Papio_ursinus,Primates,Cercopithecidae,Papio,ursinus,,Y,1,1,1
Piliocolobus_badius,Primates,Cercopithecidae,Piliocolobus,badius,,Y,0,0,1
Piliocolobus_bouvieri,Primates,Cercopithecidae,Piliocolobus,bouvieri,,,,,
Piliocolobus_epieni,Primates,Cercopithecidae,Piliocolobus,epieni,,,,,
Piliocolobus_gordonorum,Primates,Cercopithecidae,Piliocolobus,gordonorum,,,,,
Piliocolobus_kirkii,Primates,Cercopithecidae,Piliocolobus,kirkii,,,,,
Piliocolobus_oustaleti,Primates,Cercopithecidae,Piliocolobus,oustaleti,,,,,
Piliocolobus_pennantii,Primates,Cercopithecidae,Piliocolobus,pennantii,,,,,
Piliocolobus_preussi,Primates,Cercopithecidae,Piliocolobus,preussi,,,,,
Piliocolobus_rufomitratus,Primates,Cercopithecidae,Piliocolobus,rufomitratus,,Y,0,0,0
Piliocolobus_temminckii,Primates,Cercopithecidae,Piliocolobus,temminckii,,,,,
Piliocolobus_tephrosceles,Primates,Cercopithecidae,Piliocolobus,tephrosceles,,Y,0,0,0
Piliocolobus_tholloni,Primates,Cercopithecidae,Piliocolobus,tholloni,,,,,
Piliocolobus_waldronae,Primates,Cercopithecidae,Piliocolobus,waldronae,,,,,
Presbytis_chrysomelas,Primates,Cercopithecidae,Presbytis,chrysomelas,,,,,
Presbytis_comata,Primates,Cercopithecidae,Presbytis,comata,,Y,0,0,0
Presbytis_femoralis,Primates,Cercopithecidae,Presbytis,femoralis,,,,,
Presbytis_frontata,Primates,Cercopithecidae,Presbytis,frontata,,,,,
Presbytis_hosei,Primates,Cercopithecidae,Presbytis,hosei,,Y,0,0,0
Presbytis_melalophos,Primates,Cercopithecidae,Presbytis,melalophos,,Y,0,0,0
Presbytis_natunae,Primates,Cercopithecidae,Presbytis,natunae,,,,,
Presbytis_potenziani,Primates,Cercopithecidae,Presbytis,potenziani,,Y,0,0,0
Presbytis_rubicunda,Primates,Cercopithecidae,Presbytis,rubicunda,,Y,0,0,0
Presbytis_siamensis,Primates,Cercopithecidae,Presbytis,siamensis,,,,,
Presbytis_thomasi,Primates,Cercopithecidae,Presbytis,thomasi,,Y,0,0,0
Procolobus_verus,Primates,Cercopithecidae,Procolobus,verus,,Y,0,0,0
Pygathrix_cinerea,Primates,Cercopithecidae,Pygathrix,cinerea,,,,,
Pygathrix_nemaeus,Primates,Cercopithecidae,Pygathrix,nemaeus,,Y,0,0,0
Pygathrix_nigripes,Primates,Cercopithecidae,Pygathrix,nigripes,,Y,0,0,0
Rhinopithecus_avunculus,Primates,Cercopithecidae,Rhinopithecus,avunculus,,,,,
Rhinopithecus_bieti,Primates,Cercopithecidae,Rhinopithecus,bieti,,Y,0,0,0
Rhinopithecus_brelichi,Primates,Cercopithecidae,Rhinopithecus,brelichi,,Y,0,0,0
Rhinopithecus_roxellana,Primates,Cercopithecidae,Rhinopithecus,roxellana,,Y,1,1,1
Rhinopithecus_strykeri,Primates,Cercopithecidae,Rhinopithecus,strykeri,,,,,
Rungwecebus_kipunji,Primates,Cercopithecidae,Rungwecebus,kipunji,,,,,
Semnopithecus_ajax,Primates,Cercopithecidae,Semnopithecus,ajax,,Y,0,0,0
Semnopithecus_dussumieri,Primates,Cercopithecidae,Semnopithecus,dussumieri,,,,,
Semnopithecus_entellus,Primates,Cercopithecidae,Semnopithecus,entellus,,Y,1,1,1
Semnopithecus_hector,Primates,Cercopithecidae,Semnopithecus,hector,,,,,
Semnopithecus_hypoleucos,Primates,Cercopithecidae,Semnopithecus,hypoleucos,,,,,
Semnopithecus_priam,Primates,Cercopithecidae,Semnopithecus,priam,,Y,0,0,0
Semnopithecus_schistaceus,Primates,Cercopithecidae,Semnopithecus,schistaceus,,,,,
Simias_concolor,Primates,Cercopithecidae,Simias,concolor,,Y,0,0,0
Theropithecus_gelada,Primates,Cercopithecidae,Theropithecus,gelada,,Y,1,1,1
Trachypithecus_auratus,Primates,Cercopithecidae,Trachypithecus,auratus,,Y,0,0,0
Trachypithecus_barbei,Primates,Cercopithecidae,Trachypithecus,barbei,,,,,
Trachypithecus_cristatus,Primates,Cercopithecidae,Trachypithecus,cristatus,,Y,0,0,0
Trachypithecus_delacouri,Primates,Cercopithecidae,Trachypithecus,delacouri,,Y,0,0,0
Trachypithecus_francoisi,Primates,Cercopithecidae,Trachypithecus,francoisi,,Y,1,0,1
Trachypithecus_geei,Primates,Cercopithecidae,Trachypithecus,geei,,Y,0,0,0
Trachypithecus_germaini,Primates,Cercopithecidae,Trachypithecus,germaini,,,,,
Trachypithecus_hatinhensis,Primates,Cercopithecidae,Trachypithecus,hatinhensis,,,,,
Trachypithecus_johnii,Primates,Cercopithecidae,Trachypithecus,johnii,,Y,1,1,1
Trachypithecus_laotum,Primates,Cercopithecidae,Trachypithecus,laotum,,,,,
Trachypithecus_obscurus,Primates,Cercopithecidae,Trachypithecus,obscurus,,Y,0,0,0
Trachypithecus_phayrei,Primates,Cercopithecidae,Trachypithecus,phayrei,,Y,0,0,0
Trachypithecus_pileatus,Primates,Cercopithecidae,Trachypithecus,pileatus,,Y,0,0,0
Trachypithecus_poliocephalus,Primates,Cercopithecidae,Trachypithecus,poliocephalus,,Y,0,0,0
Trachypithecus_shortridgei,Primates,Cercopithecidae,Trachypithecus,shortridgei,,Y,0,0,0
Trachypithecus_vetulus,Primates,Cercopithecidae,Trachypithecus,vetulus,,Y,0,0,0
Agalmaceros_blicki,Cetartiodactyla,Cervidae,Agalmaceros,blicki,,,,,
Alces_alces,Cetartiodactyla,Cervidae,Alces,alces,,Y,1,1,1
Antifer_ultra,Cetartiodactyla,Cervidae,Antifer,ultra,,,,,
Axis_axis,Cetartiodactyla,Cervidae,Axis,axis,,Y,0,1,1
Axis_calamianensis,Cetartiodactyla,Cervidae,Axis,calamianensis,,,,,
Axis_kuhlii,Cetartiodactyla,Cervidae,Axis,kuhlii,,Y,0,0,0
Axis_porcinus,Cetartiodactyla,Cervidae,Axis,porcinus,,Y,0,0,0
Blastocerus_dichotomus,Cetartiodactyla,Cervidae,Blastocerus,dichotomus,,Y,0,0,0
Candiacervus_cretensis,Cetartiodactyla,Cervidae,Candiacervus,cretensis,,,,,
Candiacervus_dorothensis,Cetartiodactyla,Cervidae,Candiacervus,dorothensis,,,,,
Candiacervus_major,Cetartiodactyla,Cervidae,Candiacervus,major,,,,,
Candiacervus_rethymnensis,Cetartiodactyla,Cervidae,Candiacervus,rethymnensis,,,,,
Candiacervus_ropalophorus,Cetartiodactyla,Cervidae,Candiacervus,ropalophorus,,,,,
Candiacervus_spII,Cetartiodactyla,Cervidae,Candiacervus,spII,,,,,
Capreolus_capreolus,Cetartiodactyla,Cervidae,Capreolus,capreolus,,Y,0,1,1
Capreolus_miyakoensis,Cetartiodactyla,Cervidae,Capreolus,miyakoensis,,,,,
Capreolus_pygargus,Cetartiodactyla,Cervidae,Capreolus,pygargus,,Y,0,0,0
Cervalces_scotti,Cetartiodactyla,Cervidae,Cervalces,scotti,,,,,
Cervus_albirostris,Cetartiodactyla,Cervidae,Cervus,albirostris,,Y,0,0,0
Cervus_astylodon,Cetartiodactyla,Cervidae,Cervus,astylodon,,Y,1,1,1
Cervus_canadensis,Cetartiodactyla,Cervidae,Cervus,canadensis,,Y,0,0,0
Cervus_elaphus,Cetartiodactyla,Cervidae,Cervus,elaphus,,Y,1,1,1
Cervus_nippon,Cetartiodactyla,Cervidae,Cervus,nippon,,Y,0,1,1
Dama_dama,Cetartiodactyla,Cervidae,Dama,dama,,Y,1,0,1
Dama_mesopotamica,Cetartiodactyla,Cervidae,Dama,mesopotamica,,Y,0,0,0
Dicroceros_spA,Cetartiodactyla,Cervidae,Dicroceros,spA,,,,,
Elaphodus_cephalophus,Cetartiodactyla,Cervidae,Elaphodus,cephalophus,,,,,
Elaphurus_davidianus,Cetartiodactyla,Cervidae,Elaphurus,davidianus,,Y,0,1,1
Haploidoceros_mediterraneus,Cetartiodactyla,Cervidae,Haploidoceros,mediterraneus,,,,,
Hippocamelus_antisensis,Cetartiodactyla,Cervidae,Hippocamelus,antisensis,,Y,0,0,0
Hippocamelus_bisulcus,Cetartiodactyla,Cervidae,Hippocamelus,bisulcus,,Y,0,0,0
Hydropotes_inermis,Cetartiodactyla,Cervidae,Hydropotes,inermis,,Y,0,0,0
Mazama_americana,Cetartiodactyla,Cervidae,Mazama,americana,,Y,0,0,0
Mazama_bororo,Cetartiodactyla,Cervidae,Mazama,bororo,,,,,
Mazama_bricenii,Cetartiodactyla,Cervidae,Mazama,bricenii,,,,,
Mazama_chunyi,Cetartiodactyla,Cervidae,Mazama,chunyi,,,,,
Mazama_gouazoubira,Cetartiodactyla,Cervidae,Mazama,gouazoubira,,Y,0,0,0
Mazama_nana,Cetartiodactyla,Cervidae,Mazama,nana,,,,,
Mazama_nemorivaga,Cetartiodactyla,Cervidae,Mazama,nemorivaga,,,,,
Mazama_pandora,Cetartiodactyla,Cervidae,Mazama,pandora,,Y,0,0,0
Mazama_rufina,Cetartiodactyla,Cervidae,Mazama,rufina,,,,,
Mazama_temama,Cetartiodactyla,Cervidae,Mazama,temama,,,,,
Megaceroides_algericus,Cetartiodactyla,Cervidae,Megaceroides,algericus,,,,,
Megaloceros_giganteus,Cetartiodactyla,Cervidae,Megaloceros,giganteus,,,,,
Morenelaphus_brachyceros,Cetartiodactyla,Cervidae,Morenelaphus,brachyceros,,,,,
Morenelaphus_lujanensis,Cetartiodactyla,Cervidae,Morenelaphus,lujanensis,,,,,
Muntiacus_atherodes,Cetartiodactyla,Cervidae,Muntiacus,atherodes,,,,,
Muntiacus_crinifrons,Cetartiodactyla,Cervidae,Muntiacus,crinifrons,,,,,
Muntiacus_feae,Cetartiodactyla,Cervidae,Muntiacus,feae,,,,,
Muntiacus_gongshanensis,Cetartiodactyla,Cervidae,Muntiacus,gongshanensis,,,,,
Muntiacus_montanus,Cetartiodactyla,Cervidae,Muntiacus,montanus,,,,,
Muntiacus_muntjak,Cetartiodactyla,Cervidae,Muntiacus,muntjak,,Y,1,1,1
Muntiacus_putaoensis,Cetartiodactyla,Cervidae,Muntiacus,putaoensis,,,,,
Muntiacus_reevesi,Cetartiodactyla,Cervidae,Muntiacus,reevesi,,Y,0,1,1
Muntiacus_rooseveltorum,Cetartiodactyla,Cervidae,Muntiacus,rooseveltorum,,,,,
Muntiacus_truongsonensis,Cetartiodactyla,Cervidae,Muntiacus,truongsonensis,,,,,
Muntiacus_vaginalis,Cetartiodactyla,Cervidae,Muntiacus,vaginalis,,,,,
Muntiacus_vuquangensis,Cetartiodactyla,Cervidae,Muntiacus,vuquangensis,,,,,
Navahoceros_fricki,Cetartiodactyla,Cervidae,Navahoceros,fricki,,,,,
Odocoileus_hemionus,Cetartiodactyla,Cervidae,Odocoileus,hemionus,,Y,1,1,1
Odocoileus_virginianus,Cetartiodactyla,Cervidae,Odocoileus,virginianus,,Y,1,1,1
Ozotoceros_bezoarticus,Cetartiodactyla,Cervidae,Ozotoceros,bezoarticus,,Y,0,1,1
